가맹점구분번호,업종_대분류,업종,상권,도로명주소,개설일,영업기간_구간,매출구간_장기_변화율,매출구간_단기_변화율,폐업여부,매출구간_장기_변화율,매출구간_단기_변화율,장기_여성 40대 고객 비중_변화,단기_여성 40대 고객 비중_변화,장기_여성 50대 고객 비중_변화,단기_여성 50대 고객 비중_변화,장기_신규 고객 비중_변화,단기_신규 고객 비중_변화,장기_유동인구 이용 고객 비율_변화,단기_유동인구 이용 고객 비율_변화,장기_남성 60대이상 고객 비중_변화,단기_남성 60대이상 고객 비중_변화,장기_거주 이용 고객 비율_변화,단기_거주 이용 고객 비율_변화,장기_직장 이용 고객 비율_변화,단기_직장 이용 고객 비율_변화,장기_여성 20대이하 고객 비중_변화,단기_여성 20대이하 고객 비중_변화,장기_남성 40대 고객 비중_변화,단기_남성 40대 고객 비중_변화,장기_남성 20대이하 고객 비중_변화,단기_남성 20대이하 고객 비중_변화,장기_재방문 고객 비중_변화,단기_재방문 고객 비중_변화,장기_남성 50대 고객 비중_변화,단기_남성 50대 고객 비중_변화,장기_남성 30대 고객 비중_변화,단기_남성 30대 고객 비중_변화,장기_여성 60대이상 고객 비중_변화,단기_여성 60대이상 고객 비중_변화,장기_여성 30대 고객 비중_변화,단기_여성 30대 고객 비중_변화
01670CF403,카페/디저트,베이커리,왕십리,왕십리로,2020-07-09,3. 성장/성숙기,0.08333333333333326,-0.16666666666666652,0,0.08333333333333326,-0.16666666666666652,0.5099100970517654,1.0802698702365365,0.6888961377461396,0.5288457003623641,1.758215358687039,1.6977276123457017,-1.0179595512928756,1.015732399065726,0.6702087589004255,0.45718418266751604,1.2936277852944542,-0.815915915915916,-0.2756682340015679,-0.19981648314981637,-3.064725326316994,-0.7316096292096308,0.9570272032188694,0.3774545874879198,-1.1854471321887976,-0.7454507311840652,-1.758215358687039,-1.6977276123457017,0.8194898123064798,0.14250922099255448,0.6303880244296902,-1.0816972599639278,0.8132760245843582,0.8619683364850026,-0.8390235997319309,-0.8894742778742781
01744C5370,식사_그룹_2,한식-단품요리일반,성수,연무장,2022-01-11,2. 죽음의 계곡,0.75,0.0,0,0.75,0.0,-0.12633365455486256,0.3372247584414243,0.38503431955123535,0.2779037302037297,-0.19379032981740352,3.890370365054345,-1.31930308596975,3.8535639202305987,0.14644572906494058,0.12408744870411526,0.7758766425433095,-2.3011218177884842,0.5434264434264406,-1.5524421024421002,-0.8838011552644325,-0.5791453514453515,-0.10335180262560595,0.2441773729607064,-0.6743169107877733,-0.34559710663044285,0.19379032981741062,-3.890370365054345,0.25964798790552246,0.2038815182481839,0.30490832977624294,-0.1598825666159005,0.21257092256648136,0.17554645092978438,0.4791962343682421,-0.2781962547962529
0174C56C09,비외식소매,식료품,성수,아차산로,2022-02-10,2. 죽음의 계곡,-1.416666666666667,-0.16666666666666652,0,-1.416666666666667,-0.16666666666666652,0.45056634856599054,0.8698362696997322,2.526004803037785,0.013504570305271635,-10.418168091269475,-2.8497720919980445,-3.2912674780751274,-7.641636391636389,0.6055262095260883,0.8162738754226733,3.409967921120993,3.3225849559182876,-0.11870044304586003,4.319051435718102,-0.7500489850506193,-0.5755052126468296,-1.8524585781642635,0.3869818286347382,-3.745740732121753,-1.6741975228608474,10.418168091269479,2.849772091998034,3.348038404973358,-0.697455322191896,-1.8500367964214028,-0.3649361923379928,0.6167047447033265,0.627394179801829,0.6514445809514857,0.5981035261733361
018DD7E495,식사_그룹_2,중식당,금남시장,독서당로,2015-06-08,4. 장기/쇠퇴기,0.16666666666666696,-0.3333333333333339,0,0.16666666666666696,-0.3333333333333339,-0.8855720645720657,0.7559834518667854,-0.25415192766025996,0.07086032876032888,2.253216547091643,5.353527702103374,-4.592698123496131,0.7204980154273599,3.2053190163440153,2.044766017932684,6.723018214664101,-1.7509413342331186,-2.1303200911679703,1.0304433188057462,-0.6411359788526456,-0.17498799768799755,-2.3018456895123585,-1.0190038982205643,-1.60181482243149,-1.2072969845969839,-2.2532165470916397,-5.353527702103364,-0.6008649773566432,-3.6494834740501396,1.2325398062898074,0.19768500560167368,1.3328660468410476,1.9926317861317857,0.5146605909105908,0.9888457642624306
019E31E4C6,식사_그룹_1,양식,성수,광나루로,2022-03-25,2. 죽음의 계곡,0.6666666666666679,0.0,0,0.6666666666666679,0.0,2.0708874623874625,0.6545278956278953,-1.6722988183571514,-0.2379654898654895,16.32459086140407,22.74814604278079,-3.498458773458779,1.8300865800865864,0.336534528034528,0.421247974731308,2.348558890225557,-1.364352314352315,1.1498998832332163,-0.465734265734266,-8.476562786121121,-7.581206952340281,0.9961824546824549,0.7485897574897578,1.7886029814946482,1.5346698058031407,-16.32459086140407,-22.748146042780782,0.09898268670768684,0.35699869223202585,1.6713640157473497,1.53849376974377,1.021791463624797,1.1961196593029926,2.1645160117993445,1.3685248872748872
01AAD3CFFA,비외식소매,식료품,왕십리,행당동,2016-05-13,4. 장기/쇠퇴기,0.0,0.0,0,0.0,0.0,-0.113588650813651,0.06992905704572405,1.7748855031688366,-0.07443762720429437,0.06331073034132118,-1.5144427612580529,-1.1558230224896917,-7.683174516507847,1.690649905841573,0.9425797322964016,-1.3657003240336536,-0.11410128076794734,2.5215233465233453,7.797275797275802,0.21640817908317933,-0.10837670042670067,-5.2260917638667586,1.701511164394498,-0.6567882777966112,-0.18383572511905655,-0.06331073034131407,1.5144427612580387,10.801285356335352,1.3169674530674556,-8.509055220513554,-3.210555957972627,0.5435388283471616,-0.005806478856479114,-0.5212438597855262,-0.4479749172249172
01AB37892D,비외식소매,축산물,마장동,고산자로,2021-07-12,3. 성장/성숙기,-0.3333333333333339,-0.3333333333333339,0,-0.3333333333333339,-0.3333333333333339,0.0,0.0,-9.007566666666667,0.0,-8.333333333333336,-5.5555555555555545,8.333333333333334,-16.666666666666668,14.166666666666664,1.7222222222222214,-8.333333333333334,0.0,0.0,0.0,10.629166666666666,-2.894444444444444,0.0,0.0,6.4541666666666675,-19.32777777777778,83.33333333333333,22.222222222222214,-5.842433333333333,0.0,-1.8950666666666685,1.7222222222222214,19.166666666666664,9.38888888888889,-33.6716,9.38888888888889
01B82F195A,주점/유흥,호프/맥주,금남시장,독서당로,2014-05-16,4. 장기/쇠퇴기,0.0,0.16666666666666607,0,0.0,0.16666666666666607,-2.564534315984318,-2.064315442848775,1.5251003986253995,0.3057487980654656,-11.13442729536101,-7.564089983779558,-13.182419432419431,-31.966666666666665,-2.3719950912950916,0.09059291369291245,-0.6399951899951972,38.099999999999994,13.822414622414623,-6.133333333333333,2.233920304378638,4.391176927110262,-8.102665842882512,-6.571126542593211,3.754463634005302,7.720522151255482,11.134427295361007,7.564089983779539,0.9805967154050457,-2.0441339364506064,3.272933918100586,-1.9458545859045877,-0.8202940176606841,0.29206040229373564,2.092474297307631,-0.17467068462068358
01CCBE28E0,식사_그룹_1,양식,왕십리,행당로,2018-07-04,3. 성장/성숙기,0.5,-0.16666666666666785,0,0.5,-0.16666666666666785,-2.0292971147471146,-0.05225774894108248,-0.46671432089765474,0.3969707351540688,-1.5375658790631164,6.808072619053494,-5.096178821178832,1.6777722277722233,3.4571625906542547,5.047223422640086,-7.476098901098904,4.169447219447221,12.572277722277725,-5.847219447219452,-1.5998870560037228,0.09219608142941471,-1.8560822539655888,-2.108789778773115,-1.912717073267073,-1.0161771387438048,1.5375658790631093,-6.808072619053519,2.4552807427974113,-0.22413454565121427,2.4646893271143213,-3.4981219594719555,0.5369979201729198,1.5662654908488243,-1.0494327618577621,-0.20317455849122634
01D70FA491,식사_그룹_2,한식-국수/만두,성수,성수이로,2022-01-24,2. 죽음의 계곡,-0.08333333333333348,0.16666666666666696,0,-0.08333333333333348,0.16666666666666696,0.4831607895607899,0.1626887394054073,0.21656965694465757,-0.06756426359759704,5.643572156933502,0.5445499865925214,3.741149482816155,2.9269269269269174,-0.20658942501442557,-0.5454270744770753,1.0532615949282622,3.3032032032032,-4.79441107774441,-6.230130130130133,-0.17237406070739425,1.6536399765733085,-0.9298425779092447,-1.549535659585663,-2.008550236883572,1.1760811364811339,-5.643572156933502,-0.5445499865925285,-0.9453019273435945,-1.4512003385003407,1.0902841671508305,-0.7465847305847326,0.3871737889321225,0.21037872276205505,2.085469825269824,1.1575234915234898
01DB89157C,식사_그룹_0,햄버거,한양대,마조로,2022-01-17,2. 죽음의 계곡,-0.08333333333333348,0.33333333333333304,0,-0.08333333333333348,0.33333333333333304,0.05925057078390461,0.10838786715453352,0.498731484714817,0.6587302344469004,4.045132167557265,-1.1662574361212101,-1.1122297705631041,0.8093760427093741,0.3910490124906789,0.058690365757032126,2.361038011038012,-1.3242742742742877,-1.248808240474907,0.5148982315648976,-1.0203906590573268,0.3449561577728275,0.10521146867813513,-0.2568893989893999,-1.4866601146601184,-2.2853003147836475,-4.04513216755727,1.1662574361212137,0.781599170615837,0.39341811770144997,0.2588004628754632,0.20674789698122886,0.24979434501934494,0.15867576827576801,0.16261425853925804,0.6125833056833052
01EBAA3D0F,식사_그룹_0,샌드위치/토스트,뚝섬,왕십리로,2021-06-14,3. 성장/성숙기,-8.881784197001252e-16,0.0,0,-8.881784197001252e-16,0.0,4.263289800348133,1.3611660326993658,1.0929352077018741,-0.11043740407073699,3.2169186741455125,-5.622914065395012,-3.4506423089756453,1.5222222222222257,-0.17946921594421594,0.15884951618284948,-2.1811895228561884,-1.9317484150817457,5.631831831831839,0.4095261928595306,-7.7289816519066505,-5.335395178511842,3.6401464780881443,1.4775893893893892,-0.29483473857640696,-1.831371588254921,-3.216918674145532,5.622914065395008,1.4550569569569576,0.3292729062395727,1.9874338528088522,2.098993109776444,-1.0606232741482744,0.14180113446780096,-3.1749534153284173,1.709532082082081
01EDD97C21,카페/디저트,커피전문점,장한평자동차,자동차시장,2019-02-08,3. 성장/성숙기,0.41666666666666696,0.5,0,0.41666666666666696,0.5,0.5679472110305452,0.39186214462881086,1.500539622847957,0.7009244979911635,-0.35647177809887687,3.008498750208634,-3.324849383182709,0.9567410067410123,1.6034196838030157,2.1705248916748907,-1.6512039095372444,-0.09536744536744379,4.9760532927199534,-0.8613735613735614,-2.534229303987636,-0.9894305484472152,0.40674491366157994,-0.7775362636362626,-5.9404234123317465,-3.2991433067933063,0.35647177809887864,-3.0084987502086307,2.4657366850950204,0.1276030472030456,0.23118879643880064,-0.6881150351150325,0.9635309831476495,1.4188399810233143,0.7355448202948196,0.9444705914705924
01F74A3D59,식사_그룹_2,치킨,성수,성덕정,2016-12-01,4. 장기/쇠퇴기,0.0,0.0,0,0.0,0.0,0.40162465034964967,0.003630848914181861,3.056850778225778,2.077851523084856,-0.19203573463279255,-2.376897443645639,-14.988655780322453,-4.0218781218781245,-2.99868925505592,0.2380071922571929,16.12301775635109,7.1895937395937395,-1.134361976028643,-3.1677156177156167,2.044151882360216,0.2881192969192963,-4.56444300483467,-1.3328878448378436,1.7797248581831902,-0.5825746913746919,0.1920357346327819,2.376897443645646,1.5559920929504258,2.8553917768251083,-3.1309180245763564,-3.411269766203098,0.4449793763460428,0.5201219325385988,1.4107266460516463,-0.6563902681236007
01FD0FCC3D,카페/디저트,카페,뚝섬,상원길,2023-11-22,1. 초기 안정화,-1.666666666666667,0.0,0,-1.666666666666667,0.0,-15.74318347745848,-0.9490295737795744,1.933939193197526,2.4748409108242457,-52.90456007286919,-32.076905902247205,14.626081288581297,-7.619821903155241,-0.7977015370265372,-0.1461483590983591,7.184319503315294,1.141718391718392,0.6673963590630265,6.478103511436842,15.40761729622563,0.6249173767673852,-4.423490114215114,-0.15212207737207728,1.6231206010122694,0.5851601999768672,61.47527442892109,32.076905902247205,0.3102036176119509,0.706742037425371,-0.4390070982570995,-0.16029846759846755,-2.595395006070006,-0.7713196417029744,2.1486082411915675,-2.212742405442402
01FDC9FAEA,주점/유흥,포장마차,성수,성덕정,2023-11-08,1. 초기 안정화,0.08333333333333304,0.16666666666666607,0,0.08333333333333304,0.16666666666666607,-6.19576033287715,-0.47546737943404693,-1.9053611289024959,0.30432407245740567,-22.700735368277563,-19.608556656444442,35.8023643023643,4.0812520812520745,0.06049870583503214,-0.6762323287489949,-1.1367643864263854,2.999999999999993,-26.3346361971362,-7.081252081252082,-0.8519678494427012,-1.7613179808679806,-9.948019655164318,0.2666809873143201,-1.6448063069359993,-1.2989520960687635,45.059984136988334,19.608556656444442,-2.9030924160280946,1.240290738824072,9.963697666305352,2.9348793653460348,-0.39695192302677285,-1.0319041460541456,6.432141234249118,0.4976987672321016
