가맹점구분번호,업종_대분류,상권,영업기간_구간,매출구간_단기_변화율,매출구간_장기_변화율,23_24_유니크고객수_변화,23_24_동일 업종 매출금액 비율_변화,장기_신규 고객 비중_변화,단기_여성 40대 고객 비중_변화,단기_거주 이용 고객 비율_변화,23_24_동일 업종 매출건수 비율_변화,장기_남성 60대이상 고객 비중_변화,장기_재방문 고객 비중_변화,단기_남성 50대 고객 비중_변화,단기_재방문 고객 비중_변화,23_24_동일 상권 내 매출 순위 비율_변화,23_24_동일 업종 내 매출 순위 비율_변화,단기_남성 60대이상 고객 비중_변화,장기_남성 20대이하 고객 비중_변화,단기_유동인구 이용 고객 비율_변화,단기_남성 40대 고객 비중_변화,단기_신규 고객 비중_변화,매출금액_안정성_지수,23_24_객단가_변화,장기_여성 60대이상 고객 비중_변화,단기_여성 50대 고객 비중_변화,단기_남성 30대 고객 비중_변화,장기_직장 이용 고객 비율_변화,폐업여부
00A2CF886A,주점/유흥,왕십리,4. 장기/쇠퇴기,0.3333333333333335,0.1666666666666665,0.1666666666666669,-16.391666666666666,-7.338965892442523,-0.3489205038205041,-10.934084084084088,-34.66666666666667,-1.3130776769360093,7.338965892442523,1.746668698985367,2.1514831203155467,-6.6249999999999964,-9.575,0.6193414292914294,-2.6031300693050667,10.70301968635303,3.232354603921266,-2.1514831203155538,0.4272466296411038,0.25,-0.6128316823066822,-0.1978015334515337,-4.139696903046904,-4.150333667000334,0
00BC189C4B,식사_그룹_1,뚝섬,4. 장기/쇠퇴기,-0.333333333333333,0.0833333333333334,-0.0833333333333334,22.683333333333337,6.746275138256518,0.3196411325577974,-4.62722832722833,4.300000000000004,-0.8797158326658341,-6.746275138256522,0.3557651376651378,-7.934559287669572,1.333333333333334,1.6416666666666655,-0.4165162684662675,-4.00965692800693,-4.857444140777474,2.0435555973055983,7.934559287669565,0.375330542153201,0.0,0.1762790958957634,-0.3759855245521901,-0.7727067326067285,4.6620324453657815,0
00CEAAD71A,주점/유흥,왕십리,4. 장기/쇠퇴기,0.3333333333333335,-0.25,0.0833333333333339,7.199999999999996,-5.442398667133723,0.5493225418725416,15.706976356976355,4.716666666666669,-2.4396425107508453,5.44239866713373,1.7076892718392642,12.220699045908816,-2.49166666666666,-3.625,0.86021388981389,-1.6059332151332146,-6.352680652680654,1.6463073537573545,-12.22069904590883,0.2136233148205519,-0.25,-1.3587267542850876,0.5708568067068063,-2.7615658976825586,1.9045954045954063,0
00DA1813DE,비외식소매,금남시장,3. 성장/성숙기,0.166666666666666,0.083333333333333,0.5833333333333339,-0.8583333333333334,-11.089530872332652,-3.246075481708816,0.0,-2.525,11.619305218596883,2.7561975389993165,-3.46771114001114,-8.333333333333329,0.0,2.7416666666666742,15.957894273927607,1.02611787590121,0.0,7.4053442743109406,-8.333333333333332,0.1725163898355884,1.0,-1.2018311844561858,-6.551306679006679,2.9087670651170665,0.0,0
00F54829E1,카페/디저트,왕십리,2. 죽음의 계곡,0.0,-0.1666666666666665,-0.1666666666666665,28.51666666666665,-2.382851333769075,0.0169401361401355,1.5081418581418475,20.183333333333337,1.3666104373021035,2.382851333769068,-0.475659698526365,-2.1742185409857058,0.0,-7.400000000000002,0.6471656054322725,-2.080317672409341,-3.124175824175822,0.8667102141768819,2.174218540985702,0.4960158727618966,0.0,1.6773080149496824,-1.5412912517579187,1.0391658198991536,-1.6010427927094597,0
00F733C995,식사_그룹_1,성수,3. 성장/성숙기,0.0,-0.0833333333333332,0.0,-99.34166666666664,0.2797215436011555,0.5811702869702859,-1.521350921350919,20.65833333333336,0.102021088362755,-0.2797215436011555,0.1515113804280492,-2.0432620512470123,1.191666666666667,0.9916666666666668,-0.4957031579198241,-1.9661713136296493,0.2042005875339327,0.3654501263167944,2.0432620512470088,0.1725163898355885,0.0,0.7309515362765353,0.3127742671909344,-0.4499109252109221,1.8722682889349611,0
00FDB35E9C,카페/디저트,한양대,3. 성장/성숙기,0.0,-0.083333333333333,0.0,7.324999999999996,3.56324020789571,0.1180466080466082,3.176092759426105,0.3916666666666657,-0.7360630651047317,-3.563240207895717,-0.6264458328291651,1.248034740566709,0.0,-3.341666666666669,-0.22585553005553,-1.1376308803475474,-4.174741408074745,-0.07278134611468,-1.2480347405667054,0.1178511301977578,-0.083333333333333,-1.0539133748717082,-0.6282058884892212,1.2023751248251244,1.9364003364003377,0
011E53BB76,식사_그룹_2,왕십리,3. 성장/성숙기,-0.1666666666666665,0.0833333333333332,0.0,-24.958333333333314,0.2003875735720051,0.4283057735724398,0.899483266149943,-162.875,0.5945153398903402,-0.2003875735720015,0.2061115094781769,-0.7140791431411628,0.0,0.458333333333333,0.2045594559927881,-0.8949219380136046,-1.3135497635497586,0.5714684428684418,0.7140791431411486,0.1178511301977579,-0.5,0.819721141012808,0.0438825571825578,-0.0454896511063189,-0.7500776084109422,0
012A64A73B,주점/유흥,왕십리,3. 성장/성숙기,0.1666666666666665,-0.333333333333333,0.0,21.04166666666667,-2.054109870310864,1.0696914418914414,2.6437151437151414,12.391666666666666,0.2248048390340296,2.054109870310868,1.4193409923409916,4.227321327162485,0.0,-0.783333333333335,0.2184630369630378,-2.3096435148534944,-2.8254941254941244,-0.9524919746919772,-4.227321327162468,0.345032779671177,-0.5,0.2136420444727333,1.8293603063603063,-3.8192776390276393,-3.383336300002968,0
014A6A2154,식사_그룹_2,왕십리,1. 초기 안정화,0.3333333333333339,0.1666666666666669,0.083333333333333,-3.608333333333333,-57.65219891179781,-4.440606863406864,-33.355555555555554,-3.133333333333333,16.3033349026599,54.25487290365662,6.192250146650148,13.455555138601795,-6.733333333333334,-8.141666666666666,8.901026787876784,1.089300966342633,30.57777777777778,-1.5894799833466484,-13.455555138601811,0.2357022603955159,0.1666666666666665,1.6592462515879234,-1.6329148706482035,2.216940666174,-22.91388888888889,0
01670CF403,카페/디저트,왕십리,3. 성장/성숙기,-0.1666666666666665,0.0833333333333332,0.1666666666666667,-32.42499999999998,1.758215358687039,1.0802698702365363,-0.815915915915916,-65.9,0.6702087589004255,-1.758215358687039,0.1425092209925544,-1.6977276123457017,0.0,1.533333333333334,0.457184182667516,-1.1854471321887976,1.015732399065726,0.3774545874879198,1.6977276123457017,0.1725163898355885,0.0,0.8132760245843582,0.5288457003623641,-1.0816972599639278,-0.2756682340015679,0
01744C5370,식사_그룹_2,성수,2. 죽음의 계곡,0.0,0.75,0.4166666666666667,-89.93333333333331,-0.1937903298174035,0.3372247584414243,-2.301121817788484,-190.7916666666666,0.1464457290649405,0.1937903298174106,0.2038815182481839,-3.890370365054345,2.958333333333334,1.875,0.1240874487041152,-0.6743169107877733,3.853563920230599,0.2441773729607064,3.890370365054345,0.4520675606201791,0.0,0.2125709225664813,0.2779037302037297,-0.1598825666159005,0.5434264434264406,0
0174C56C09,비외식소매,성수,2. 죽음의 계곡,-0.1666666666666665,-1.416666666666667,-1.416666666666667,64.25833333333333,-10.418168091269475,0.8698362696997322,3.322584955918288,43.00833333333333,0.6055262095260883,10.41816809126948,-0.697455322191896,2.849772091998034,0.0,-47.83333333333333,0.8162738754226733,-3.745740732121753,-7.641636391636389,0.3869818286347382,-2.8497720919980445,1.3678566248082238,-1.5000000000000004,0.6167047447033265,0.0135045703052716,-0.3649361923379928,-0.11870044304586,0
018DD7E495,식사_그룹_2,금남시장,4. 장기/쇠퇴기,-0.3333333333333339,0.1666666666666669,0.25,-0.0666666666666628,2.253216547091643,0.7559834518667854,-1.7509413342331186,-3.191666666666663,3.2053190163440157,-2.25321654709164,-3.64948347405014,-5.353527702103364,0.6000000000000014,0.7999999999999972,2.044766017932684,-1.60181482243149,0.7204980154273599,-1.0190038982205645,5.353527702103374,0.2357022603955159,0.0,1.3328660468410476,0.0708603287603288,0.1976850056016736,-2.1303200911679703,0
019E31E4C6,식사_그룹_1,성수,2. 죽음의 계곡,0.0,0.6666666666666679,0.3333333333333335,-12.241666666666664,16.32459086140407,0.6545278956278953,-1.364352314352315,-30.791666666666664,0.336534528034528,-16.32459086140407,0.3569986922320258,-22.748146042780785,11.091666666666669,13.700000000000005,0.421247974731308,1.7886029814946482,1.8300865800865864,0.7485897574897578,22.74814604278079,0.398409536444798,-0.0833333333333334,1.021791463624797,-0.2379654898654895,1.53849376974377,1.1498998832332163,0
01AAD3CFFA,비외식소매,왕십리,4. 장기/쇠퇴기,0.0,0.0,-0.0833333333333339,48.75833333333333,0.0633107303413211,0.069929057045724,-0.1141012807679473,56.29166666666666,1.690649905841573,-0.063310730341314,1.3169674530674556,1.514442761258039,-0.5416666666666714,-11.233333333333334,0.9425797322964016,-0.6567882777966112,-7.683174516507847,1.701511164394498,-1.5144427612580529,0.0,-0.083333333333333,0.5435388283471616,-0.0744376272042943,-3.210555957972627,2.5215233465233453,0
01AB37892D,비외식소매,마장동,3. 성장/성숙기,-0.3333333333333339,-0.3333333333333339,0.0,49.083333333333336,-8.333333333333336,0.0,0.0,1.5333333333333337,14.166666666666664,83.33333333333333,0.0,22.22222222222221,-16.03333333333334,-27.066666666666663,1.7222222222222214,6.454166666666668,-16.666666666666668,0.0,-5.5555555555555545,0.7126966450997985,0.0,19.166666666666664,0.0,1.7222222222222214,0.0,0
01B82F195A,주점/유흥,금남시장,4. 장기/쇠퇴기,0.166666666666666,0.0,0.0,-3.466666666666667,-11.13442729536101,-2.064315442848775,38.1,-2.6,-2.371995091295092,11.134427295361007,-2.0441339364506064,7.564089983779539,2.25,3.2666666666666657,0.0905929136929124,3.754463634005302,-31.966666666666665,-6.571126542593211,-7.564089983779558,0.1543033499620917,-0.1666666666666669,-0.8202940176606841,0.3057487980654656,-1.945854585904588,13.822414622414623,0
01CCBE28E0,식사_그룹_1,왕십리,3. 성장/성숙기,-0.1666666666666678,0.5,0.5,-12.808333333333334,-1.5375658790631164,-0.0522577489410824,4.169447219447221,-14.725,3.4571625906542547,1.5375658790631093,-0.2241345456512142,-6.808072619053519,6.891666666666673,9.88333333333334,5.047223422640086,-1.912717073267073,1.6777722277722231,-2.108789778773115,6.808072619053494,0.398409536444798,-0.25,0.5369979201729198,0.3969707351540688,-3.4981219594719555,12.572277722277724,0
01D70FA491,식사_그룹_2,성수,2. 죽음의 계곡,0.1666666666666669,-0.0833333333333334,-0.4166666666666665,12.274999999999991,5.643572156933502,0.1626887394054073,3.3032032032032,11.508333333333333,-0.2065894250144255,-5.643572156933502,-1.4512003385003407,-0.5445499865925285,-0.4583333333333357,-0.1833333333333371,-0.5454270744770753,-2.008550236883572,2.9269269269269174,-1.549535659585663,0.5445499865925214,0.1178511301977579,-0.5,0.3871737889321225,-0.067564263597597,-0.7465847305847326,-4.79441107774441,0
01DB89157C,식사_그룹_0,한양대,2. 죽음의 계곡,0.333333333333333,-0.0833333333333334,0.1666666666666667,9.283333333333346,4.045132167557265,0.1083878671545335,-1.3242742742742877,-0.1916666666666628,0.3910490124906789,-4.04513216755727,0.3934181177014499,1.1662574361212137,4.550000000000001,-0.2333333333333342,0.0586903657570321,-1.4866601146601184,0.8093760427093741,-0.2568893989893999,-1.16625743612121,0.4692953177244529,0.0,0.2497943450193449,0.6587302344469004,0.2067478969812288,-1.248808240474907,0
01EBAA3D0F,식사_그룹_0,뚝섬,3. 성장/성숙기,0.0,-8.881784197001252e-16,0.083333333333333,4.916666666666664,3.2169186741455125,1.3611660326993658,-1.9317484150817457,3.3500000000000085,-0.1794692159442159,-3.216918674145532,0.3292729062395727,5.622914065395008,0.8166666666666629,3.4833333333333343,0.1588495161828494,-0.2948347385764069,1.5222222222222257,1.4775893893893892,-5.622914065395012,0.2519763153394849,-0.1666666666666669,-1.0606232741482744,-0.1104374040707369,2.098993109776444,5.631831831831839,0
01EDD97C21,카페/디저트,장한평자동차,3. 성장/성숙기,0.5,0.4166666666666669,0.5,-24.808333333333323,-0.3564717780988768,0.3918621446288108,-0.0953674453674437,-20.52499999999999,1.6034196838030157,0.3564717780988786,0.1276030472030456,-3.0084987502086307,0.9500000000000012,1.4833333333333307,2.1705248916748907,-5.9404234123317465,0.9567410067410124,-0.7775362636362626,3.008498750208634,0.3535533905932737,-0.1666666666666669,0.9635309831476496,0.7009244979911635,-0.6881150351150325,4.9760532927199534,0
01F74A3D59,식사_그룹_2,성수,4. 장기/쇠퇴기,0.0,0.0,0.0,-3.11666666666666,-0.1920357346327925,0.0036308489141818,7.18959373959374,9.341666666666669,-2.99868925505592,0.1920357346327819,2.8553917768251083,2.376897443645646,-3.441666666666663,-10.066666666666665,0.2380071922571929,1.7797248581831902,-4.0218781218781245,-1.3328878448378436,-2.376897443645639,0.0,0.0833333333333334,0.4449793763460428,2.077851523084856,-3.411269766203098,-1.134361976028643,0
01FD0FCC3D,카페/디저트,뚝섬,1. 초기 안정화,0.0,-1.666666666666667,-0.9166666666666664,65.35833333333335,-52.90456007286919,-0.9490295737795744,1.141718391718392,112.91666666666669,-0.7977015370265372,61.47527442892109,0.706742037425371,32.076905902247205,-32.38333333333334,-47.3,-0.1461483590983591,1.6231206010122694,-7.619821903155241,-0.1521220773720772,-32.076905902247205,0.908513525158996,0.0,-2.595395006070006,2.4748409108242457,-0.1602984675984675,0.6673963590630265,0
01FDC9FAEA,주점/유흥,성수,1. 초기 안정화,0.166666666666666,0.083333333333333,0.0,-5.116666666666667,-22.700735368277563,-0.4754673794340469,2.999999999999993,-9.42499999999999,0.0604987058350321,45.059984136988334,1.240290738824072,19.60855665644444,-17.6,-28.30833333333333,-0.6762323287489949,-1.6448063069359993,4.0812520812520745,0.2666809873143201,-19.60855665644444,0.1178511301977578,-0.0833333333333334,-0.3969519230267728,0.3043240724574056,2.9348793653460348,-26.3346361971362,0
02080D3457,식사_그룹_1,금남시장,2. 죽음의 계곡,0.0,-0.1666666666666669,-0.0833333333333339,1.3333333333333357,-11.271399258633087,-2.627273970290638,1.7177156177156192,0.125,0.8878359395692728,11.271399258633105,-1.7798168482501815,1.876730130885221,-4.708333333333332,-5.674999999999997,0.5152273325439991,-6.03355357756191,-5.066666666666663,-1.05414544446211,-1.876730130885207,0.1543033499620919,0.0,0.8618151267484602,-2.552236200469534,4.722331669565005,-2.240451215451216,0
0220D6AA93,카페/디저트,왕십리,3. 성장/성숙기,0.0,-0.083333333333333,0.0,4.09166666666664,3.073212239172093,-0.158450738650739,0.1632374632374613,26.816666666666663,-0.0578876824710161,-3.073212239172093,-0.371097551214218,1.9202227504531777,2.291666666666666,0.4833333333333334,-0.2449525039358375,-2.817396938963604,0.2059113892447044,-0.1513494544827871,-1.9202227504531777,0.1178511301977579,0.3333333333333339,0.1732970228803565,-0.4532527898027894,0.6373773853107174,-0.2139926389926394,0
022FF198C7,식사_그룹_2,답십리,4. 장기/쇠퇴기,0.333333333333333,0.166666666666666,0.5,-5.350000000000001,-1.9565684068324387,-0.1429357846191177,5.189922223255564,-13.175000000000011,-1.3856593403010091,1.956568406832432,1.3240902640402616,-1.4889516054387428,0.8249999999999957,1.7916666666666643,-0.5730766496933164,-2.289196620771621,-10.43607253607253,-0.184703309686645,1.4889516054387322,0.1543033499620917,-0.25,-0.1231886602136613,0.8004178271344919,0.2720226189059502,-3.0890598807265484,0
023652A43E,식사_그룹_1,성수,3. 성장/성숙기,0.0,0.1666666666666665,0.0833333333333334,-11.65833333333336,-0.910543119350372,-0.0860624679624697,2.6722222222222243,-5.4833333333333485,0.7604818016984698,0.9105431193503648,-0.6244963145296492,0.9699086838892584,-0.2416666666666653,0.25,0.3058707182540487,0.2188246513579841,3.041307974641306,0.3293427279093954,-0.969908683889262,0.154303349962092,0.0,0.334902002018671,-0.7961916561583227,0.5823266139932777,-0.9668214001547356,0
02377784A1,비외식소매,마장동,3. 성장/성숙기,0.6666666666666665,0.9166666666666664,0.4166666666666669,-83.58333333333334,-1.159551035746304,1.0695634148175568,1.8322843822843813,-4.416666666666666,0.4727868262008048,1.159551035746304,-2.414607582273849,-18.35448781594873,1.3333333333333357,13.733333333333336,0.8778661042048164,-2.1147268810961366,-2.2989510489510536,-1.9897408385687945,18.35448781594873,0.7440238091428449,0.0,0.3874423191485832,1.8095755977829453,-3.3374440160270176,-3.398060273060273,0
0239C4D2D3,식사_그룹_2,성수,3. 성장/성숙기,0.6666666666666667,-0.3333333333333332,-0.0833333333333334,69.16666666666663,0.193438909445657,-0.2579990239323564,0.3611487444820795,179.16666666666674,2.0508876908710247,-0.1934389094456605,0.6612202586535911,-1.408857663587867,-3.750000000000001,-2.8416666666666672,0.5359588139588158,-4.964825149183483,-1.6381902381902478,1.041124173724178,1.408857663587865,0.4364357804719848,0.0,0.6399809749976417,-0.161381625481626,-2.170406399723067,1.7224800224800203,0
0255C174CC,식사_그룹_1,왕십리,4. 장기/쇠퇴기,0.0,0.3333333333333335,0.4166666666666665,-31.375000000000007,-1.0861482344416498,1.134319352686017,0.9452052618719264,-101.96666666666664,-3.198406887590222,1.086148234441637,0.7110056556556508,1.732032087587598,14.608333333333338,15.841666666666669,-2.015659476142808,-7.052060879127547,-1.4310162310162229,-1.1411261594928277,-1.732032087587605,0.356348322549899,0.083333333333333,1.1140922782756113,1.99837038705372,1.2877026693359994,3.171923296923296,0
025B95F178,식사_그룹_2,뚝섬,3. 성장/성숙기,-0.3333333333333335,0.0,0.3333333333333332,-22.941666666666663,6.335418355543816,0.0111480620799992,-2.402780552780552,-25.69166666666669,2.1169019867853187,-6.335418355543823,0.7593078876902251,-0.4604490252958442,3.075000000000001,4.725,1.1926307837141188,-2.753829642391519,6.572394272394277,-0.2775715650304455,0.4604490252958442,0.3563483225498992,0.0,1.1162756047256035,0.4908532248461394,-0.3752591562588563,-5.179537787871116,0
02621706D5,비외식소매,왕십리,2. 죽음의 계곡,-0.666666666666667,0.4166666666666669,0.083333333333333,-19.291666666666664,-16.668055555555558,1.10635,16.666666666666668,-0.3083333333333333,14.08092520720021,8.334722222222211,-4.18506734006734,5.555555555555557,0.0,0.0500000000000007,2.2208986531986525,0.0,-16.666666666666657,4.12210117845118,11.111111111111114,0.7332792187825949,0.4166666666666665,-23.90523515651016,-3.155,1.97540084175084,0.0,0
026EBC2ED1,식사_그룹_2,금남시장,2. 죽음의 계곡,0.0,0.083333333333333,0.0,-1.7388888888888872,-35.15453576567526,-2.047209453142786,2.329929929929918,-1.74166666666666,-1.2665386679136672,37.77616619881818,0.3511663156163163,3.2973805793090207,0.0,-15.73055555555556,-0.2042108342108344,-1.760548481198481,-5.630964297630968,-1.8896718170718163,-3.2973805793090136,0.1725163898355884,0.0,-0.7492722728972723,1.0620740976240963,1.900361691011689,-17.39101601601601,0
02826B57BE,비외식소매,마장동,2. 죽음의 계곡,-0.5,-1.083333333333334,-0.916666666666667,12.95,34.00728297328347,5.17213981527754,0.0,3.883333333333333,9.85878155095737,-31.81581870611369,-1.031682572549439,2.3621701415536123,-12.452777777777785,-3.99166666666666,12.30794437311204,2.41842031258668,0.0,6.117445522211988,-2.3621701415536123,0.7113032974423646,-2.75,-10.274818703713386,-8.04544880667775,0.0556056056056056,0.0,0
0286E31425,식사_그룹_2,금남시장,4. 장기/쇠퇴기,0.333333333333333,-0.4166666666666665,0.0833333333333334,35.94166666666669,-1.1019187454269144,-0.4268069686845575,-5.707525807525798,26.350000000000023,-6.782933939961195,1.1019187454269144,1.245303848764136,2.2747038177270014,0.0,-5.416666666666667,-0.2188793914839024,2.1216207314009914,3.89175824175824,-1.211290880101334,-2.274703817727016,0.4520675606201791,-0.25,-2.9299664892217985,0.8651480507993199,-0.5288876303768077,-0.7174172340839018,0
02886FCA36,주점/유흥,뚝섬,2. 죽음의 계곡,0.0,0.0833333333333332,0.25,-19.89166666666665,-14.504212689855066,0.1565661686661688,0.0125653292319949,-20.316666666666663,-0.2070362571572652,14.50421268985506,-0.2307022074355407,-5.356020433872317,-13.225,-21.60833333333333,0.0953790366290366,-1.8839652020548243,-1.840265623598981,0.0441196153529488,5.356020433872317,0.1178511301977579,-0.0833333333333334,-0.1432305258440488,-0.2182289248289239,0.3027242289408995,1.2000947584280928,0
029F2B4A59,카페/디저트,송정,2. 죽음의 계곡,-0.3333333333333339,-0.0833333333333321,-0.4166666666666669,9.716666666666672,4.196165275057957,0.2199570429570432,1.7096703763370442,22.91666666666667,0.2679785251701919,-4.196165275057979,0.2451344488844493,3.001237396694421,0.0,-3.091666666666669,0.3373953712953713,-1.8023294852128176,4.72117852117853,1.3261302031302025,-3.001237396694425,0.2480079363809483,0.0833333333333339,0.5064051575468241,-0.7466829004328996,1.1965462703962704,6.130754372421034,0
02A32AE992,카페/디저트,왕십리,3. 성장/성숙기,0.0,0.0,-0.0833333333333334,18.88333333333334,7.445732561891816,0.6533521917021918,-3.621187854521189,15.975000000000009,0.5434626884460219,-7.44573256189183,-0.7290410972244308,-4.787723571711041,0.0,1.3249999999999955,-0.8763955343122007,2.082530945439281,2.755705705705708,0.2131817414984089,4.787723571711041,0.0,0.083333333333333,0.1072308372475037,-0.7209764527931188,0.0700263036596382,-3.5729009145675823,0
02A5043FF7,식사_그룹_1,왕십리,4. 장기/쇠퇴기,0.3333333333333335,0.083333333333333,0.0833333333333334,-30.35833333333332,-0.8612909970456144,-0.1945172001172004,3.332798632798628,-5.066666666666663,0.7104605737187395,0.8612909970456144,1.723732525165854,5.360948157876763,1.9000000000000004,1.5083333333333335,0.1480834360501024,-2.18053006250498,-3.113051813051825,1.2972510528510526,-5.360948157876781,0.3753305421532011,0.0,0.1198389507190604,-0.0719649733983072,0.257011313811315,0.6259087925754585,0
02B146CDF2,식사_그룹_2,왕십리,2. 죽음의 계곡,0.166666666666666,-0.5,-0.1666666666666669,4.299999999999999,-45.91006767998356,-2.0828007671174333,-6.572222222222225,6.683333333333335,-2.491839491147923,55.63789242900103,-2.7016032436199104,5.306438578021542,-18.775,-23.658333333333324,-2.746044438327768,-2.5836040196714567,-5.638888888888886,-4.166401365418022,-5.306438578021545,0.4364357804719848,-0.5,-3.551622689212139,-1.3986146732646727,9.129882855599528,17.646296296296295,0
